Date,SPY
2004-08-05,110.379997
2004-08-06,107.959999
2004-08-09,107.480003
2004-08-10,108.410004
2004-08-11,108.33000200000001
2004-08-12,107.949997
2004-08-13,107.349998
2004-08-16,108.639999
2004-08-17,109.279999
2004-08-18,110.16999799999999
2004-08-19,110.019997
2004-08-20,110.629997
2004-08-23,110.769997
2004-08-24,110.730003
2004-08-25,111.269997
2004-08-26,111.309998
2004-08-27,111.629997
2004-08-30,111.339996
2004-08-31,111.160004
2004-09-01,111.639999
2004-09-02,112.699997
2004-09-03,112.82
2004-09-07,113.129997
2004-09-08,113.059998
2004-09-09,112.879997
2004-09-10,113.269997
2004-09-13,113.739998
2004-09-14,113.690002
2004-09-15,113.360001
2004-09-16,113.370003
2004-09-17,113.360001
2004-09-20,112.989998
2004-09-21,113.470001
2004-09-22,112.519997
2004-09-23,111.699997
2004-09-24,111.730003
2004-09-27,111.199997
2004-09-28,111.510002
2004-09-29,111.849998
2004-09-30,111.980003
2004-10-01,113.650002
2004-10-04,114.440002
2004-10-05,114.160004
2004-10-06,114.68
2004-10-07,114.400002
2004-10-08,113.769997
2004-10-11,113.019997
2004-10-12,112.83000200000001
2004-10-13,113.07
2004-10-14,111.93
2004-10-15,111.739998
2004-10-18,111.900002
2004-10-19,112.230003
2004-10-20,110.82
2004-10-21,111.32
2004-10-22,111.25
2004-10-25,110.120003
2004-10-26,111.599998
2004-10-27,113.099998
2004-10-28,113.559998
2004-10-29,113.639999
2004-11-01,113.839996
2004-11-02,114.57
2004-11-03,115.360001
2004-11-04,116.66999799999999
2004-11-05,117.639999
2004-11-08,117.230003
2004-11-09,117.5
2004-11-10,117.550003
2004-11-11,118.120003
2004-11-12,119.0
2004-11-15,118.769997
2004-11-16,118.410004
2004-11-17,119.139999
2004-11-18,118.800003
2004-11-19,118.720001
2004-11-22,118.120003
2004-11-23,118.260002
2004-11-24,118.589996
2004-11-26,118.980003
2004-11-29,119.010002
2004-11-30,118.239998
2004-12-01,119.5
2004-12-02,119.870003
2004-12-03,120.139999
2004-12-06,119.639999
2004-12-07,119.620003
2004-12-08,118.82
2004-12-09,119.459999
2004-12-10,119.559998
2004-12-13,120.400002
2004-12-14,120.959999
2004-12-15,121.110001
2004-12-16,121.239998
2004-12-17,119.970001
2004-12-20,120.290001
2004-12-21,120.480003
2004-12-22,121.08000200000001
2004-12-23,121.279999
2004-12-27,121.360001
2004-12-28,121.33000200000001
2004-12-29,121.400002
2004-12-30,121.57
2004-12-31,121.660004
2005-01-03,121.760002
2005-01-04,120.540001
2005-01-05,119.25
2005-01-06,119.150002
2005-01-07,119.230003
2005-01-10,119.459999
2005-01-11,118.739998
2005-01-12,118.839996
2005-01-13,118.730003
2005-01-14,118.529999
2005-01-18,119.620003
2005-01-19,119.519997
2005-01-20,118.199997
2005-01-21,118.0
2005-01-24,117.339996
2005-01-25,117.470001
2005-01-26,117.599998
2005-01-27,117.75
2005-01-28,117.550003
2005-01-31,118.25
2005-02-01,119.08000200000001
2005-02-02,119.589996
2005-02-03,119.160004
2005-02-04,120.43
2005-02-07,120.519997
2005-02-08,120.650002
2005-02-09,120.489998
2005-02-10,120.019997
2005-02-11,121.040001
2005-02-14,120.860001
2005-02-15,121.43
2005-02-16,121.459999
2005-02-17,121.33000200000001
2005-02-18,120.480003
2005-02-22,120.470001
2005-02-23,119.57
2005-02-24,120.32
2005-02-25,121.66999799999999
2005-02-28,121.300003
2005-03-01,121.519997
2005-03-02,121.93
2005-03-03,121.900002
2005-03-04,122.83000200000001
2005-03-07,123.25
2005-03-08,123.0
2005-03-09,122.290001
2005-03-10,121.5
2005-03-11,121.720001
2005-03-14,121.160004
2005-03-15,121.459999
2005-03-16,120.160004
2005-03-17,119.739998
2005-03-18,119.529999
2005-03-21,118.779999
2005-03-22,118.93
2005-03-23,117.720001
2005-03-24,117.989998
2005-03-28,117.940002
2005-03-29,117.900002
